caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
146883937,0.753700687084038,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Student,Prefer not to say,Independent,Lean Democrat,Hillary Clinton,80516,Colorado,Some college,No,White,Yes,13
128544955,0.913378013512574,I am sure I voted,Probably not the rightful winner,Donald Trump,1943,77,75 - 84,Male,Married,Retired,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,58501,North Dakota,Some college,No,White,Yes,13
178137700,1.07755766359051,I am sure I voted,Definitely the rightful winner,Joe Biden,1989,31,25 - 34,Female,Never married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Did not vote for President,44070,Ohio,Bachelor's degree,No,White,Yes,13
219569548,1.01147119970382,I am sure I voted,Probably not the rightful winner,Donald Trump,1992,28,25 - 34,Female,Never married,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Did not vote for President,78230,Texas,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
177958888,1.05813052113895,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Female,Never married,Student,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,99223,Washington,Bachelor's degree,No,White,Yes,13
36430558,0.891525489527565,I did not vote in the election this November,Definitely the rightful winner,NA,1958,62,55 - 64,Female,Married,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Did not vote for President,25213,West Virginia,High school diploma or the equivalent (GED),No,White,No,13
66219829,1.30157172955884,I am sure I voted,Definitely not the rightful winner,Donald Trump,1947,73,65 - 74,Female,Married,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,28650,North Carolina,Some college,No,White,Yes,13
54538018,0.841848177871229,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Male,Married,Part-time,"$50,000 - $59,999",Independent,Lean Democrat,Donald Trump,60617,Indiana,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
375156592,1.51875245444804,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Male,Never married,Part-time,"$120,000 - $149,999",Independent,Independent,Hillary Clinton,22303,Virginia,Some college,No,Black or African American,Yes,13
402476320,0.895004265375307,I am sure I voted,Definitely the rightful winner,Joe Biden,1970,50,45 - 54,Male,Domestic / civil partnership,Unemployed,"$20,000 - $29,999",Other,Not sure,Hillary Clinton,7020,New Jersey,Professional or doctorate degree,No,White,Yes,13
178609477,1.20157737765251,I am sure I voted,Probably not the rightful winner,Donald Trump,1975,45,45 - 54,Female,Married,Part-time,Prefer not to say,Republican,Strong Republican,Donald Trump,27455,North Carolina,Bachelor's degree,No,White,Yes,13
145565827,0.924246665407341,I am sure I voted,Probably not the rightful winner,Donald Trump,1945,75,75 - 84,Female,Widowed,Retired,Prefer not to say,Republican,Strong Republican,Did not vote for President,27282-9106,North Carolina,High school diploma or the equivalent (GED),No,White,Yes,13
159733165,0.995350599080059,I am sure I voted,Definitely the rightful winner,Joe Biden,1973,47,45 - 54,Female,Divorced,Retired,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,1109,Massachusetts,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
173510383,0.666745143406541,I am sure I voted,Probably not the rightful winner,Donald Trump,1999,21,18 - 24,Female,Never married,Student,"$150,000 - $199,999",Republican,Strong Republican,Did not vote for President,55123,Minnesota,Some college,No,White,Yes,13
223683982,1.11120868424743,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Male,Never married,Other,"$70,000 - $79,999",Other,Independent,Hillary Clinton,91325,California,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,13
52251673,0.745579075000695,I am sure I voted,Definitely the rightful winner,Joe Biden,1944,76,75 - 84,Female,Married,Retired,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,94952,California,Some college,No,White,Yes,13
220512019,0.966338352064949,I am sure I voted,Probably not the rightful winner,Donald Trump,1994,26,25 - 34,Male,Never married,Part-time,"$20,000 - $29,999",Independent,Lean Republican,Did not vote for President,60139,Illinois,High school diploma or the equivalent (GED),No,White,Yes,13
408025792,1.20805690734475,I am sure I voted,Probably not the rightful winner,Donald Trump,1992,28,25 - 34,Male,Never married,Unemployed,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,32819,Florida,Associate's degree,No,White,Yes,13
173743198,0.806942025407019,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1992,28,25 - 34,Female,Never married,Full-time,"$10,000 - $19,999",Other,Independent,Hillary Clinton,39212,Mississippi,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
162000526,0.923424195325986,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,47715,Indiana,High school diploma or the equivalent (GED),No,White,Yes,13
208708186,0.9821292776625950,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Female,Never married,Unemployed,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,19462,Pennsylvania,Some college,No,Black or African American,Yes,13
160248325,0.464212961462316,I am sure I voted,Probably the rightful winner,Joe Biden,1974,46,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Not very strong Democrat,Evan McMullin,84341,Utah,Bachelor's degree,No,White,Yes,13
151494733,0.78753158985767,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1994,26,25 - 34,Female,Married,Part-time,"$20,000 - $29,999",Independent,Independent,Did not vote for President,95961,California,Associate's degree,No,White,Yes,13
184237075,0.539426410856914,I did not vote in the election this November,Probably not the rightful winner,NA,1997,23,18 - 24,Male,Separated,Temporarily laid off,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,30088,Georgia,High school diploma or the equivalent (GED),Yes,American Indian or Alaska Native,No,13
170376586,0.311136004928089,I am sure I voted,Definitely the rightful winner,Someone else,1994,26,25 - 34,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Gary Johnson,37209,Tennessee,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
208800658,1.06408550497027,I am sure I voted,Probably the rightful winner,Someone else,1962,58,55 - 64,Male,Divorced,Full-time,Prefer not to say,Independent,Independent,Donald Trump,8527,New Jersey,High school diploma or the equivalent (GED),No,White,Yes,13
144830629,1.04287684937454,I did not vote in the election this November,Definitely the rightful winner,NA,1977,43,35 - 44,Male,Never married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Donald Trump,17540,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
213033541,0.932710136259076,I did not vote in the election this November,Definitely the rightful winner,NA,1991,29,25 - 34,Female,Married,Homemaker,"$20,000 - $29,999",Not sure,Not sure,Did not vote for President,30273,Georgia,Some college,No,Black or African American,No,13
164330599,1.6191052671649,I did not vote in the election this November,Definitely the rightful winner,NA,1979,41,35 - 44,Male,Never married,Full-time,Prefer not to say,Independent,Lean Democrat,Did not vote for President,6118,Connecticut,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,13
167370463,0.858997309139464,I did not vote in the election this November,Definitely the rightful winner,NA,1953,67,65 - 74,Male,Widowed,Permanently disabled,"$10,000 - $19,999",Democrat,Not very strong Democrat,Donald Trump,71064,California,Some college,No,Black or African American,Yes,13
6167722,0.437314569034301,I am sure I voted,Definitely the rightful winner,Joe Biden,1970,50,45 - 54,Male,Divorced,Unemployed,"$120,000 - $149,999",Other,Independent,Other,91343,California,Some college,No,Other,Yes,13
215023093,0.890321664149862,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Female,Never married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,22031,Virginia,Bachelor's degree,No,White,Yes,13
147664162,0.935471400537238,I did not vote in the election this November,Probably the rightful winner,NA,1978,42,35 - 44,Male,Never married,Permanently disabled,"Less than $10,000",Democrat,Not very strong Democrat,Hillary Clinton,1201,Massachusetts,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
177094267,1.93708503079525,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Male,Divorced,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,60626,Illinois,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
33461386,0.753216768038273,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Male,Married,Retired,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,54880,Wisconsin,Bachelor's degree,No,White,Yes,13
165389389,0.959687598410018,I am sure I voted,Definitely the rightful winner,Joe Biden,1998,22,18 - 24,Female,Never married,Part-time,"$20,000 - $29,999",Independent,Lean Democrat,Hillary Clinton,48180,Michigan,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
308285878,0.48801674602661,I am sure I voted,Definitely the rightful winner,Someone else,1989,31,25 - 34,Male,Married,Full-time,"$120,000 - $149,999",Independent,Independent,Jill Stein,98642,Washington,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
175406479,0.746287713210358,I am sure I voted,Definitely the rightful winner,Joe Biden,1977,43,35 - 44,Female,Domestic / civil partnership,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,78725,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
59198680,0.813416397001785,I did not vote in the election this November,Definitely the rightful winner,NA,1978,42,35 - 44,Male,Never married,Permanently disabled,"$20,000 - $29,999",Independent,Independent,Did not vote for President,53520,Wisconsin,High school diploma or the equivalent (GED),No,White,No,13
202933534,1.07536363590763,I am sure I voted,Probably the rightful winner,Joe Biden,1974,46,45 - 54,Female,Divorced,Unemployed,"$50,000 - $59,999",Democrat,Not very strong Democrat,Hillary Clinton,19344,Pennsylvania,Some college,No,White,Yes,13
150323842,1.00150218899634,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Male,Separated,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,86001,Arizona,Master's degree,No,White,Yes,13
206530093,0.929087154011848,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Domestic / civil partnership,Temporarily laid off,"$20,000 - $29,999",Democrat,Not very strong Democrat,Hillary Clinton,41311,Kentucky,Some college,No,White,Yes,13
59219023,0.735957807211038,I am sure I voted,Definitely the rightful winner,Joe Biden,1939,81,75 - 84,Female,Divorced,Temporarily laid off,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,91107,California,Master's degree,No,White,Yes,13
302423476,0.883833624316897,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Female,Never married,Part-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,11435-5413,New York,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
59497177,0.958480322816182,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Separated,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,30349,Georgia,Some college,No,Black or African American,Yes,13
416631880,1.1100693677293,I am sure I voted,Probably not the rightful winner,Donald Trump,1991,29,25 - 34,Female,Divorced,Full-time,"$30,000 - $39,999",Independent,Not sure,Donald Trump,25921,West Virginia,Some college,No,White,Yes,13
182403994,1.32442022653653,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Male,Never married,Full-time,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,38901,Mississippi,Associate's degree,No,Black or African American,Yes,13
207182140,1.24009866364084,I am sure I voted,Definitely not the rightful winner,Donald Trump,1981,39,35 - 44,Female,Married,Part-time,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,72315,Arkansas,Associate's degree,No,White,Yes,13
179109727,1.07351880778117,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Male,Domestic / civil partnership,Part-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,33852,Florida,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
35239498,0.857209371950486,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Male,Married,Full-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,95501,California,Some college,No,White,Yes,13
222927118,1.13043637323693,I am sure I voted,Probably not the rightful winner,Donald Trump,1985,35,35 - 44,Female,Married,Unemployed,"$60,000 - $69,999",Independent,Independent,Donald Trump,61072,Illinois,Some college,No,White,Yes,13
161382238,0.666745143406541,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Female,Never married,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,63125,Missouri,Some college,No,White,Yes,13
206436268,0.927412755940593,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Male,Never married,Student,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,37138,Tennessee,Some college,No,White,Yes,13
144644962,0.922026503334696,I am sure I voted,Probably the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Unemployed,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,60641,Illinois,Some college,Yes,Multi-racial,Yes,13
140444188,0.956516104178989,I am sure I voted,Definitely the rightful winner,Joe Biden,1972,48,45 - 54,Female,Never married,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,40203,Kentucky,Master's degree,No,Black or African American,Yes,13
399669832,1.21312851176946,I am sure I voted,Definitely not the rightful winner,Donald Trump,1970,50,45 - 54,Male,Married,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,72081,Arkansas,High school diploma or the equivalent (GED),No,White,Yes,13
203131939,0.51850911435927,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Female,Married,Full-time,Prefer not to say,Independent,Lean Democrat,Gary Johnson,19963,Delaware,Master's degree,No,White,Yes,13
222829714,0.900226843927568,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Female,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,70130,Louisiana,Bachelor's degree,No,White,Yes,13
402402250,0.910873670768549,I did not vote in the election this November,Definitely not the rightful winner,NA,2001,19,18 - 24,Female,Never married,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Did not vote for President,34787,Florida,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,No,13
33825841,0.895004265375307,I am sure I voted,Definitely the rightful winner,Joe Biden,1965,55,55 - 64,Male,Divorced,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,19380,Pennsylvania,Master's degree,No,White,Yes,13
120700909,0.91798497927212,I am sure I voted,Definitely the rightful winner,Joe Biden,1974,46,45 - 54,Female,Married,Part-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,60707,Illinois,Bachelor's degree,No,White,Yes,13
177121228,0.760133973982566,I am sure I voted,Definitely the rightful winner,Joe Biden,1996,24,18 - 24,Female,Never married,Full-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,1821,Massachusetts,Associate's degree,No,White,Yes,13
200735977,0.980268912569663,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Married,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,48080,Michigan,Some college,No,White,Yes,13
169712296,0.961119261395815,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Married,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,19140,Pennsylvania,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
133471714,0.691258677755135,I am sure I voted,Probably not the rightful winner,Donald Trump,1951,69,65 - 74,Male,Married,Other,"$30,000 - $39,999",Independent,Independent,Donald Trump,49249,Michigan,Some college,No,Other,Yes,13
214403590,1.1584435596864,I am sure I voted,Probably the rightful winner,Donald Trump,1960,60,55 - 64,Male,Divorced,Permanently disabled,"Less than $10,000",Republican,Not very strong Republican,Donald Trump,93794,California,Associate's degree,No,Other,Yes,13
212362651,1.29801843425129,I am sure I voted,Definitely not the rightful winner,Donald Trump,1971,49,45 - 54,Male,Married,Full-time,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,1527,Massachusetts,Bachelor's degree,No,White,Yes,13
302001148,0.773856096376211,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Male,Married,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,75072,Texas,Bachelor's degree,No,White,Yes,13
169987408,1.27276434161682,I am sure I voted,Definitely the rightful winner,Joe Biden,1942,78,75 - 84,Female,Married,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,91942,California,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
309443068,1.30841349300455,I am sure I voted,Definitely the rightful winner,Joe Biden,1968,52,45 - 54,Female,Divorced,Full-time,"$60,000 - $69,999",Independent,Not sure,Donald Trump,55124,Minnesota,Some college,No,White,Yes,13
171884377,0.636025924516483,I am sure I voted,Definitely not the rightful winner,Donald Trump,1978,42,35 - 44,Female,Married,Part-time,"$120,000 - $149,999",Republican,Not very strong Republican,Did not vote for President,83642,Idaho,High school diploma or the equivalent (GED),Yes,Multi-racial,Yes,13
163598542,0.914750686446148,I am sure I voted,Probably not the rightful winner,Donald Trump,1986,34,25 - 34,Male,Married,Full-time,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,48390,Michigan,High school diploma or the equivalent (GED),No,White,Yes,13
190196650,0.800605738938987,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1986,34,25 - 34,Male,Separated,Temporarily laid off,"$40,000 - $49,999",Republican,Not very strong Republican,Did not vote for President,12450,Pennsylvania,High school diploma or the equivalent (GED),Yes,White,Yes,13
200938897,1.63710290851989,I did not vote in the election this November,Definitely the rightful winner,NA,1997,23,18 - 24,Male,Never married,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Did not vote for President,11368,New York,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,13
7316038,0.866244328196104,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Married,Retired,"$100,000 - $119,999",Independent,Lean Democrat,Hillary Clinton,84738,Utah,Master's degree,No,White,Yes,13
138264430,0.940651703786174,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Widowed,Retired,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,60614,Illinois,Professional or doctorate degree,No,White,Yes,13
44219500,0.684306663648794,I am sure I voted,Definitely the rightful winner,Joe Biden,1955,65,65 - 74,Male,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,63116,Missouri,Some college,No,White,Yes,13
211638793,1.03290407882899,I am sure I voted,Definitely not the rightful winner,Donald Trump,1981,39,35 - 44,Male,Married,Part-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,31605,Georgia,Bachelor's degree,No,White,Yes,13
47772139,0.745579075000695,I am sure I voted,Definitely the rightful winner,Joe Biden,1954,66,65 - 74,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,85742,Arizona,Associate's degree,No,White,Yes,13
63042142,1.00174440881116,I am sure I voted,Definitely not the rightful winner,Donald Trump,1955,65,65 - 74,Male,Married,Full-time,"$500,000 or more",Other,Lean Republican,Donald Trump,37938,Tennessee,Bachelor's degree,No,Other,Yes,13
223515016,0.502814643131977,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Male,Never married,Full-time,"$70,000 - $79,999",Independent,Lean Democrat,Gary Johnson,30309,Georgia,Master's degree,No,White,Yes,13
196109437,0.874634690693469,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Married,Retired,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,17050,Pennsylvania,Associate's degree,No,White,Yes,13
344580154,0.666745143406541,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Female,Never married,Student,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,53186,Wisconsin,Associate's degree,No,White,Yes,13
160203739,1.33927738748732,I am sure I voted,Probably not the rightful winner,Donald Trump,1972,48,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Republican,Not very strong Republican,Donald Trump,38347,Tennessee,Professional or doctorate degree,No,White,Yes,13
383153824,1.45790533530833,I am sure I voted,Probably the rightful winner,Donald Trump,1974,46,45 - 54,Male,Married,Part-time,Prefer not to say,Republican,Strong Republican,Donald Trump,78745,Texas,Some college,No,White,Yes,13
64240753,0.867910805413232,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Male,Married,Full-time,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,98117,Washington,Some college,No,White,Yes,13
436466290,1.10189649783883,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Female,Divorced,Retired,"$200,000 - $249,999",Independent,Independent,Did not vote for President,33050,Florida,Associate's degree,No,White,Yes,13
213965143,0.852188738255582,I am sure I voted,Definitely the rightful winner,Joe Biden,1999,21,18 - 24,Female,Never married,Student,"$150,000 - $199,999",Democrat,Strong Democrat,Did not vote for President,27516,North Carolina,Some college,No,White,Yes,13
123717994,0.900104279010245,I am sure I voted,Definitely the rightful winner,Joe Biden,1968,52,45 - 54,Female,Married,Homemaker,"$150,000 - $199,999",Republican,Not very strong Republican,Hillary Clinton,80104,Colorado,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,13
205450159,1.27353228718465,I am sure I voted,Definitely the rightful winner,Joe Biden,1975,45,45 - 54,Male,Never married,Part-time,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,78412,Texas,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,13
431287162,1.16722203282303,I did not vote in the election this November,Probably the rightful winner,NA,2000,20,18 - 24,Female,Never married,Unemployed,"$10,000 - $19,999",Independent,Independent,Did not vote for President,48706,Michigan,High school diploma or the equivalent (GED),No,White,No,13
206974483,0.879492020988255,I am sure I voted,Definitely not the rightful winner,Donald Trump,1966,54,45 - 54,Male,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,76028,Texas,Professional or doctorate degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
137599600,0.776937299356612,I did not vote in the election this November,Definitely not the rightful winner,NA,1980,40,35 - 44,Female,Married,Homemaker,"$60,000 - $69,999",Independent,Independent,Did not vote for President,51555,Iowa,High school diploma or the equivalent (GED),No,White,Yes,13
394256080,0.929087154011848,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Female,Married,Permanently disabled,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,2852,Rhode Island,Some college,No,White,Yes,13
159749458,0.91798497927212,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Female,Married,Unemployed,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,7060,New Jersey,Bachelor's degree,No,White,Yes,13
346678000,0.999203114874503,"I usually vote, but didn't this time",Probably not the rightful winner,NA,1948,72,65 - 74,Female,Widowed,Retired,"$100,000 - $119,999",Independent,Independent,Did not vote for President,11694,New York,Some college,No,White,Yes,13
142048186,0.776937299356612,"I thought about voting this time, but didn't",Definitely not the rightful winner,NA,1985,35,35 - 44,Female,Married,Full-time,"$20,000 - $29,999",Independent,Not sure,Did not vote for President,67217,Kansas,High school diploma or the equivalent (GED),No,White,Don't know,13
434693710,0.806942025407019,I did not vote in the election this November,Definitely the rightful winner,NA,1997,23,18 - 24,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,35601,Alabama,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
7697242,0.965151925743885,I am sure I voted,Definitely the rightful winner,Joe Biden,1938,82,75 - 84,Female,Married,Retired,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,13413,New York,Bachelor's degree,No,White,Yes,13
58021915,1.05593611852477,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Married,Permanently disabled,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,70739,Louisiana,Master's degree,No,White,Yes,13
371898910,0.966338352064949,I am sure I voted,Probably the rightful winner,Joe Biden,2000,20,18 - 24,Male,Never married,Student,Prefer not to say,Other,Lean Democrat,Did not vote for President,46123,Indiana,High school diploma or the equivalent (GED),No,White,Yes,13
206346370,0.995161337184032,I am sure I voted,Definitely not the rightful winner,Donald Trump,1949,71,65 - 74,Female,Married,Retired,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,83709,Idaho,Associate's degree,No,White,Yes,13
67025464,0.952948960300403,I am sure I voted,Definitely the rightful winner,Joe Biden,1947,73,65 - 74,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,60107,Illinois,Some college,No,White,Yes,13
33553963,1.09130885267063,I am sure I voted,Definitely the rightful winner,Joe Biden,1972,48,45 - 54,Female,Never married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,70115,Louisiana,Master's degree,No,White,Yes,13
153190102,0.898816526629646,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Did not vote for President,50702,Iowa,Associate's degree,No,White,Yes,13
221151934,1.10000615155615,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1969,51,45 - 54,Male,Divorced,Full-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,77591,Florida,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
128061550,1.30157172955884,I am sure I voted,Probably not the rightful winner,Donald Trump,1932,88,85 or older,Female,Married,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,77024,Texas,Some college,No,White,Yes,13
200847337,1.05813052113895,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,20018,District of Columbia,Bachelor's degree,No,White,Yes,13
194434078,1.1837445707274,I did not vote in the election this November,Definitely the rightful winner,NA,1999,21,18 - 24,Male,Never married,Student,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,10280,New York,Did not graduate from high school,No,White,Don't know,13
410282950,1.1782333198571,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1963,57,55 - 64,Female,Divorced,Unemployed,"$30,000 - $39,999",Independent,Independent,Donald Trump,90010,California,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
12562,1.00535574455292,I am sure I voted,Definitely not the rightful winner,Donald Trump,1945,75,75 - 84,Male,Married,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,8096,New Jersey,Bachelor's degree,Yes,White,Yes,13
209107906,1.28438579437875,I am sure I voted,Probably not the rightful winner,Someone else,1976,44,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,38571,Tennessee,Some college,No,White,Yes,13
36831340,1.06728784199979,I am sure I voted,Definitely not the rightful winner,Donald Trump,1970,50,45 - 54,Female,Divorced,Full-time,"$30,000 - $39,999",Republican,Not very strong Republican,Donald Trump,60490,Illinois,Some college,No,White,Yes,13
